,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
8306,17.0,7.0,140.0,45950.0,36500.0,56.0,365.0,125.89041095890413,5.753424657534247,21.0,89.0
8307,17.0,7.0,141.0,46260.0,35200.0,56.0,352.0,131.42045454545453,6.25,22.0,90.0
8308,17.0,7.0,142.0,45950.0,34600.0,56.0,346.0,132.80346820809248,6.069364161849711,21.0,91.0
8309,17.0,7.0,143.0,45950.0,34800.0,56.0,348.0,132.0402298850575,6.0344827586206895,21.0,92.0
8310,17.0,7.0,144.0,45950.0,32600.0,56.0,326.0,140.95092024539878,6.441717791411043,21.0,93.0
8312,17.0,7.0,146.0,41590.0,28600.0,56.0,286.0,145.41958041958043,6.643356643356642,19.0,95.0
8313,17.0,7.0,147.0,31310.0,25600.0,56.0,256.0,122.3046875,6.640625,17.0,96.0
8391,17.0,8.0,126.0,79080.0,67500.0,56.0,675.0,117.15555555555555,5.037037037037037,34.0,75.0
8392,17.0,8.0,127.0,81890.0,67100.0,56.0,671.0,122.04172876304024,5.216095380029807,35.0,76.0
8393,17.0,8.0,128.0,79080.0,65100.0,56.0,651.0,121.47465437788021,5.222734254992321,34.0,77.0
8394,17.0,8.0,129.0,75960.0,64600.0,56.0,646.0,117.58513931888544,5.1083591331269345,33.0,78.0
8395,17.0,8.0,130.0,79080.0,59700.0,56.0,597.0,132.46231155778895,5.695142378559464,34.0,79.0
8396,17.0,8.0,131.0,67640.0,56600.0,56.0,566.0,119.50530035335687,5.477031802120142,31.0,80.0
8397,17.0,8.0,132.0,65080.0,55800.0,56.0,558.0,116.63082437275986,5.376344086021504,30.0,81.0
8398,17.0,8.0,133.0,64760.0,53400.0,56.0,534.0,121.27340823970036,5.617977528089887,30.0,82.0
8399,17.0,8.0,134.0,56020.0,50600.0,56.0,506.0,110.71146245059288,5.138339920948617,26.0,83.0
8400,17.0,8.0,135.0,57930.0,48200.0,56.0,482.0,120.18672199170123,5.601659751037345,27.0,84.0
8401,17.0,8.0,136.0,62630.0,49100.0,56.0,491.0,127.55600814663951,5.906313645621181,29.0,85.0
8402,17.0,8.0,137.0,57630.0,45600.0,56.0,456.0,126.38157894736841,5.921052631578947,27.0,86.0
8403,17.0,8.0,138.0,56970.0,46000.0,56.0,460.0,123.84782608695652,5.652173913043479,26.0,87.0
8404,17.0,8.0,139.0,55820.0,43800.0,56.0,438.0,127.44292237442923,5.936073059360731,26.0,88.0
8405,17.0,8.0,140.0,50660.0,41500.0,56.0,415.0,122.07228915662651,5.783132530120483,24.0,89.0
8406,17.0,8.0,141.0,54980.0,41300.0,56.0,413.0,133.1234866828087,6.2953995157385005,26.0,90.0
8407,17.0,8.0,142.0,50840.0,39200.0,56.0,392.0,129.69387755102042,5.867346938775509,23.0,91.0
8408,17.0,8.0,143.0,48280.0,39600.0,56.0,396.0,121.91919191919192,5.5555555555555545,22.0,92.0
8409,17.0,8.0,144.0,45950.0,36600.0,56.0,366.0,125.5464480874317,5.737704918032787,21.0,93.0
8410,17.0,8.0,145.0,42800.0,35700.0,56.0,357.0,119.88795518207284,5.602240896358544,20.0,94.0
8411,17.0,8.0,146.0,45450.0,33700.0,56.0,337.0,134.86646884272994,6.231454005934718,21.0,95.0
8412,17.0,8.0,147.0,39420.0,31100.0,56.0,311.0,126.75241157556269,6.109324758842443,19.0,96.0
8941,19.0,4.0,82.0,364000.0,323900.0,45.0,3239.0,112.38036430997221,1.2040753318925594,39.0,31.0
8942,19.0,4.0,83.0,370600.0,328000.0,45.0,3280.0,112.98780487804878,1.2195121951219512,40.0,32.0
8943,19.0,4.0,84.0,364000.0,319200.0,45.0,3192.0,114.03508771929823,1.2218045112781954,39.0,33.0
